Freq.	V(out3)
2.08292292292292e+02	1.36744966790639e+00,5.25958485514984e-01
2.08791791791792e+02	1.36857932049556e+00,5.24704783791823e-01
2.09291291291291e+02	1.36969932298671e+00,5.23456421238409e-01
2.09790790790791e+02	1.37080978571937e+00,5.22213374448543e-01
2.10290290290290e+02	1.37191081747303e+00,5.20975619918262e-01
2.10789789789790e+02	1.37300252549295e+00,5.19743134054390e-01
2.11289289289289e+02	1.37408501551546e+00,5.18515893182764e-01
2.11788788788789e+02	1.37515839179286e+00,5.17293873556180e-01
2.12288288288288e+02	1.37622275711784e+00,5.16077051362040e-01
2.12787787787788e+02	1.37727821284741e+00,5.14865402729735e-01
2.13287287287287e+02	1.37832485892642e+00,5.13658903737753e-01
2.13786786786787e+02	1.37936279391066e+00,5.12457530420529e-01
2.14286286286286e+02	1.38039211498951e+00,5.11261258775053e-01
2.14785785785786e+02	1.38141291800819e+00,5.10070064767222e-01
2.15285285285285e+02	1.38242529748960e+00,5.08883924337976e-01
2.15784784784785e+02	1.38342934665575e+00,5.07702813409190e-01
2.16284284284284e+02	1.38442515744880e+00,5.06526707889359e-01
2.16783783783784e+02	1.38541282055175e+00,5.05355583679069e-01
2.17283283283283e+02	1.38639242540869e+00,5.04189416676262e-01
2.17782782782783e+02	1.38736406024476e+00,5.03028182781297e-01
2.18282282282282e+02	1.38832781208566e+00,5.01871857901836e-01
2.18781781781782e+02	1.38928376677690e+00,5.00720417957521e-01
2.19281281281281e+02	1.39023200900261e+00,4.99573838884498e-01
2.19780780780781e+02	1.39117262230408e+00,4.98432096639744e-01
2.20280280280280e+02	1.39210568909796e+00,4.97295167205241e-01
2.20779779779780e+02	1.39303129069404e+00,4.96163026591984e-01
2.21279279279279e+02	1.39394950731288e+00,4.95035650843825e-01
2.21778778778779e+02	1.39486041810295e+00,4.93913016041182e-01
2.22278278278278e+02	1.39576410115756e+00,4.92795098304578e-01
2.22777777777778e+02	1.39666063353152e+00,4.91681873798060e-01
2.23277277277277e+02	1.39755009125734e+00,4.90573318732467e-01
2.23776776776777e+02	1.39843254936137e+00,4.89469409368567e-01
2.24276276276276e+02	1.39930808187946e+00,4.88370122020071e-01
2.24775775775776e+02	1.40017676187242e+00,4.87275433056519e-01
2.25275275275275e+02	1.40103866144124e+00,4.86185318906040e-01
2.25774774774775e+02	1.40189385174196e+00,4.85099756058009e-01
2.26274274274274e+02	1.40274240300036e+00,4.84018721065577e-01
2.26773773773774e+02	1.40358438452630e+00,4.82942190548104e-01
2.27273273273273e+02	1.40441986472791e+00,4.81870141193481e-01
2.27772772772773e+02	1.40524891112546e+00,4.80802549760346e-01
2.28272272272272e+02	1.40607159036498e+00,4.79739393080213e-01
2.28771771771772e+02	1.40688796823170e+00,4.78680648059497e-01
2.29271271271271e+02	1.40769810966322e+00,4.77626291681447e-01
2.29770770770771e+02	1.40850207876242e+00,4.76576301007996e-01
2.30270270270270e+02	1.40929993881023e+00,4.75530653181518e-01
2.30769769769770e+02	1.41009175227806e+00,4.74489325426507e-01
2.31269269269269e+02	1.41087758084016e+00,4.73452295051176e-01
2.31768768768769e+02	1.41165748538561e+00,4.72419539448967e-01
2.32268268268268e+02	1.41243152603022e+00,4.71391036100008e-01
2.32767767767768e+02	1.41319976212818e+00,4.70366762572473e-01
2.33267267267267e+02	1.41396225228350e+00,4.69346696523887e-01
2.33766766766767e+02	1.41471905436129e+00,4.68330815702360e-01
2.34266266266266e+02	1.41547022549879e+00,4.67319097947753e-01
2.34765765765766e+02	1.41621582211627e+00,4.66311521192782e-01
2.35265265265265e+02	1.41695589992770e+00,4.65308063464059e-01
2.35764764764765e+02	1.41769051395127e+00,4.64308702883079e-01
2.36264264264264e+02	1.41841971851971e+00,4.63313417667147e-01
2.36763763763764e+02	1.41914356729044e+00,4.62322186130240e-01
2.37263263263263e+02	1.41986211325556e+00,4.61334986683836e-01
2.37762762762763e+02	1.42057540875163e+00,4.60351797837672e-01
2.38262262262262e+02	1.42128350546935e+00,4.59372598200467e-01
2.38761761761762e+02	1.42198645446302e+00,4.58397366480579e-01
2.39261261261261e+02	1.42268430615989e+00,4.57426081486643e-01
2.39760760760761e+02	1.42337711036926e+00,4.56458722128129e-01
2.40260260260260e+02	1.42406491629157e+00,4.55495267415891e-01
2.40759759759760e+02	1.42474777252722e+00,4.54535696462649e-01
2.41259259259259e+02	1.42542572708529e+00,4.53579988483443e-01
2.41758758758759e+02	1.42609882739209e+00,4.52628122796048e-01
2.42258258258258e+02	1.42676712029963e+00,4.51680078821342e-01
2.42757757757758e+02	1.42743065209385e+00,4.50735836083653e-01
2.43257257257257e+02	1.42808946850281e+00,4.49795374211050e-01
2.43756756756757e+02	1.42874361470470e+00,4.48858672935627e-01
2.44256256256256e+02	1.42939313533568e+00,4.47925712093728e-01
2.44755755755756e+02	1.43003807449769e+00,4.46996471626157e-01
2.45255255255255e+02	1.43067847576602e+00,4.46070931578355e-01
2.45754754754755e+02	1.43131438219684e+00,4.45149072100541e-01
2.46254254254254e+02	1.43194583633459e+00,4.44230873447834e-01
2.46753753753754e+02	1.43257288021918e+00,4.43316315980341e-01
2.47253253253253e+02	1.43319555539319e+00,4.42405380163222e-01
2.47752752752753e+02	1.43381390290883e+00,4.41498046566731e-01
2.48252252252252e+02	1.43442796333490e+00,4.40594295866225e-01
2.48751751751752e+02	1.43503777676355e+00,4.39694108842163e-01
2.49251251251251e+02	1.43564338281699e+00,4.38797466380071e-01
2.49750750750751e+02	1.43624482065404e+00,4.37904349470488e-01
2.50250250250250e+02	1.43684212897662e+00,4.37014739208895e-01
2.50749749749750e+02	1.43743534603609e+00,4.36128616795621e-01
2.51249249249249e+02	1.43802450963956e+00,4.35245963535728e-01
2.51748748748749e+02	1.43860965715601e+00,4.34366760838882e-01
2.52248248248248e+02	1.43919082552238e+00,4.33490990219202e-01
2.52747747747748e+02	1.43976805124952e+00,4.32618633295092e-01
2.53247247247247e+02	1.44034137042810e+00,4.31749671789061e-01
2.53746746746747e+02	1.44091081873431e+00,4.30884087527526e-01
2.54246246246246e+02	1.44147643143567e+00,4.30021862440588e-01
2.54745745745746e+02	1.44203824339649e+00,4.29162978561815e-01
2.55245245245245e+02	1.44259628908350e+00,4.28307418027993e-01
2.55744744744745e+02	1.44315060257120e+00,4.27455163078870e-01
2.56244244244244e+02	1.44370121754722e+00,4.26606196056886e-01
2.56743743743744e+02	1.44424816731756e+00,4.25760499406899e-01
2.57243243243243e+02	1.44479148481179e+00,4.24918055675881e-01
2.57742742742743e+02	1.44533120258812e+00,4.24078847512621e-01
2.58242242242242e+02	1.44586735283839e+00,4.23242857667407e-01
2.58741741741742e+02	1.44639996739305e+00,4.22410068991699e-01
2.59241241241241e+02	1.44692907772598e+00,4.21580464437796e-01
2.59740740740741e+02	1.44745471495929e+00,4.20754027058487e-01
2.60240240240240e+02	1.44797690986799e+00,4.19930740006704e-01
2.60739739739740e+02	1.44849569288467e+00,4.19110586535150e-01
2.61239239239239e+02	1.44901109410405e+00,4.18293549995933e-01
2.61738738738739e+02	1.44952314328744e+00,4.17479613840185e-01
2.62238238238238e+02	1.45003186986720e+00,4.16668761617680e-01
2.62737737737738e+02	1.45053730295107e+00,4.15860976976433e-01
2.63237237237237e+02	1.45103947132647e+00,4.15056243662306e-01
2.63736736736737e+02	1.45153840346472e+00,4.14254545518599e-01
2.64236236236236e+02	1.45203412752521e+00,4.13455866485635e-01
2.64735735735736e+02	1.45252667135946e+00,4.12660190600344e-01
2.65235235235235e+02	1.45301606251518e+00,4.11867501995838e-01
2.65734734734735e+02	1.45350232824026e+00,4.11077784900981e-01
2.66234234234234e+02	1.45398549548662e+00,4.10291023639959e-01
2.66733733733734e+02	1.45446559091412e+00,4.09507202631833e-01
2.67233233233233e+02	1.45494264089432e+00,4.08726306390100e-01
2.67732732732733e+02	1.45541667151425e+00,4.07948319522251e-01
2.68232232232232e+02	1.45588770858005e+00,4.07173226729310e-01
2.68731731731732e+02	1.45635577762062e+00,4.06401012805386e-01
2.69231231231231e+02	1.45682090389119e+00,4.05631662637213e-01
2.69730730730731e+02	1.45728311237683e+00,4.04865161203688e-01
2.70230230230230e+02	1.45774242779593e+00,4.04101493575406e-01
2.70729729729730e+02	1.45819887460359e+00,4.03340644914201e-01
2.71229229229229e+02	1.45865247699501e+00,4.02582600472660e-01
2.71728728728729e+02	1.45910325890879e+00,4.01827345593672e-01
2.72228228228228e+02	1.45955124403018e+00,4.01074865709936e-01
2.72727727727728e+02	1.45999645579434e+00,4.00325146343496e-01
2.73227227227227e+02	1.46043891738945e+00,3.99578173105261e-01
2.73726726726727e+02	1.46087865175989e+00,3.98833931694524e-01
2.74226226226226e+02	1.46131568160927e+00,3.98092407898483e-01
2.74725725725726e+02	1.46175002940350e+00,3.97353587591761e-01
2.75225225225225e+02	1.46218171737373e+00,3.96617456735918e-01
2.75724724724725e+02	1.46261076751937e+00,3.95884001378973e-01
2.76224224224224e+02	1.46303720161089e+00,3.95153207654917e-01
2.76723723723724e+02	1.46346104119277e+00,3.94425061783225e-01
2.77223223223223e+02	1.46388230758627e+00,3.93699550068374e-01
2.77722722722723e+02	1.46430102189220e+00,3.92976658899356e-01
2.78222222222222e+02	1.46471720499370e+00,3.92256374749193e-01
2.78721721721722e+02	1.46513087755888e+00,3.91538684174442e-01
2.79221221221221e+02	1.46554206004354e+00,3.90823573814721e-01
2.79720720720721e+02	1.46595077269373e+00,3.90111030392211e-01
2.80220220220220e+02	1.46635703554836e+00,3.89401040711179e-01
2.80719719719720e+02	1.46676086844178e+00,3.88693591657483e-01
2.81219219219219e+02	1.46716229100621e+00,3.87988670198092e-01
2.81718718718719e+02	1.46756132267428e+00,3.87286263380599e-01
2.82218218218218e+02	1.46795798268145e+00,3.86586358332737e-01
2.82717717717718e+02	1.46835229006841e+00,3.85888942261890e-01
2.83217217217217e+02	1.46874426368343e+00,3.85194002454620e-01
2.83716716716717e+02	1.46913392218473e+00,3.84501526276170e-01
2.84216216216216e+02	1.46952128404277e+00,3.83811501169998e-01
2.84715715715716e+02	1.46990636754252e+00,3.83123914657281e-01
2.85215215215215e+02	1.47028919078569e+00,3.82438754336448e-01
2.85714714714715e+02	1.47066977169296e+00,3.81756007882695e-01
2.86214214214214e+02	1.47104812800611e+00,3.81075663047506e-01
2.86713713713714e+02	1.47142427729024e+00,3.80397707658182e-01
2.87213213213213e+02	1.47179823693581e+00,3.79722129617364e-01
2.87712712712713e+02	1.47217002416077e+00,3.79048916902556e-01
2.88212212212212e+02	1.47253965601262e+00,3.78378057565660e-01
2.88711711711712e+02	1.47290714937040e+00,3.77709539732500e-01
2.89211211211211e+02	1.47327252094675e+00,3.77043351602353e-01
2.89710710710711e+02	1.47363578728983e+00,3.76379481447485e-01
2.90210210210210e+02	1.47399696478528e+00,3.75717917612681e-01
2.90709709709710e+02	1.47435606965817e+00,3.75058648514785e-01
2.91209209209209e+02	1.47471311797486e+00,3.74401662642235e-01
2.91708708708709e+02	1.47506812564485e+00,3.73746948554602e-01
2.92208208208208e+02	1.47542110842269e+00,3.73094494882134e-01
2.92707707707708e+02	1.47577208190973e+00,3.72444290325292e-01
2.93207207207207e+02	1.47612106155592e+00,3.71796323654303e-01
2.93706706706707e+02	1.47646806266162e+00,3.71150583708706e-01
2.94206206206206e+02	1.47681310037931e+00,3.70507059396891e-01
2.94705705705706e+02	1.47715618971530e+00,3.69865739695665e-01
2.95205205205205e+02	1.47749734553144e+00,3.69226613649788e-01
2.95704704704705e+02	1.47783658254680e+00,3.68589670371541e-01
2.96204204204204e+02	1.47817391533933e+00,3.67954899040277e-01
2.96703703703704e+02	1.47850935834745e+00,3.67322288901977e-01
2.97203203203203e+02	1.47884292587168e+00,3.66691829268819e-01
2.97702702702703e+02	1.47917463207622e+00,3.66063509518732e-01
2.98202202202202e+02	1.47950449099055e+00,3.65437319094968e-01
2.98701701701702e+02	1.47983251651089e+00,3.64813247505664e-01
2.99201201201201e+02	1.48015872240182e+00,3.64191284323418e-01
2.99700700700701e+02	1.48048312229770e+00,3.63571419184851e-01
3.00200200200200e+02	1.48080572970421e+00,3.62953641790194e-01
3.00699699699700e+02	1.48112655799976e+00,3.62337941902850e-01
3.01199199199199e+02	1.48144562043700e+00,3.61724309348983e-01
3.01698698698699e+02	1.48176293014417e+00,3.61112734017092e-01
3.02198198198198e+02	1.48207850012656e+00,3.60503205857601e-01
3.02697697697698e+02	1.48239234326789e+00,3.59895714882436e-01
3.03197197197197e+02	1.48270447233162e+00,3.59290251164617e-01
3.03696696696697e+02	1.48301489996240e+00,3.58686804837848e-01
3.04196196196196e+02	1.48332363868732e+00,3.58085366096108e-01
3.04695695695696e+02	1.48363070091726e+00,3.57485925193246e-01
3.05195195195195e+02	1.48393609894818e+00,3.56888472442573e-01
3.05694694694695e+02	1.48423984496240e+00,3.56292998216474e-01
3.06194194194194e+02	1.48454195102989e+00,3.55699492945992e-01
3.06693693693694e+02	1.48484242910948e+00,3.55107947120446e-01
3.07193193193193e+02	1.48514129105010e+00,3.54518351287027e-01
3.07692692692693e+02	1.48543854859202e+00,3.53930696050415e-01
3.08192192192192e+02	1.48573421336804e+00,3.53344972072383e-01
3.08691691691692e+02	1.48602829690466e+00,3.52761170071414e-01
3.09191191191191e+02	1.48632081062326e+00,3.52179280822314e-01
3.09690690690691e+02	1.48661176584125e+00,3.51599295155831e-01
3.10190190190190e+02	1.48690117377323e+00,3.51021203958276e-01
3.10689689689690e+02	1.48718904553210e+00,3.50444998171144e-01
3.11189189189189e+02	1.48747539213015e+00,3.49870668790739e-01
3.11688688688689e+02	1.48776022448021e+00,3.49298206867801e-01
3.12188188188188e+02	1.48804355339666e+00,3.48727603507140e-01
3.12687687687688e+02	1.48832538959658e+00,3.48158849867257e-01
3.13187187187187e+02	1.48860574370073e+00,3.47591937159992e-01
3.13686686686687e+02	1.48888462623467e+00,3.47026856650148e-01
3.14186186186186e+02	1.48916204762971e+00,3.46463599655141e-01
3.14685685685686e+02	1.48943801822397e+00,3.45902157544631e-01
3.15185185185185e+02	1.48971254826339e+00,3.45342521740174e-01
3.15684684684685e+02	1.48998564790270e+00,3.44784683714860e-01
3.16184184184184e+02	1.49025732720640e+00,3.44228634992971e-01
3.16683683683684e+02	1.49052759614974e+00,3.43674367149621e-01
3.17183183183183e+02	1.49079646461965e+00,3.43121871810416e-01
3.17682682682683e+02	1.49106394241571e+00,3.42571140651105e-01
3.18182182182182e+02	1.49133003925107e+00,3.42022165397241e-01
3.18681681681682e+02	1.49159476475336e+00,3.41474937823836e-01
3.19181181181181e+02	1.49185812846560e+00,3.40929449755030e-01
3.19680680680681e+02	1.49212013984710e+00,3.40385693063744e-01
3.20180180180180e+02	1.49238080827435e+00,3.39843659671360e-01
3.20679679679680e+02	1.49264014304189e+00,3.39303341547380e-01
3.21179179179179e+02	1.49289815336317e+00,3.38764730709096e-01
3.21678678678679e+02	1.49315484837140e+00,3.38227819221275e-01
3.22178178178178e+02	1.49341023712040e+00,3.37692599195819e-01
3.22677677677678e+02	1.49366432858543e+00,3.37159062791454e-01
3.23177177177177e+02	1.49391713166400e+00,3.36627202213404e-01
3.23676676676677e+02	1.49416865517672e+00,3.36097009713076e-01
3.24176176176176e+02	1.49441890786804e+00,3.35568477587742e-01
3.24675675675676e+02	1.49466789840710e+00,3.35041598180228e-01
3.25175175175175e+02	1.49491563538847e+00,3.34516363878597e-01
3.25674674674675e+02	1.49516212733297e+00,3.33992767115851e-01
3.26174174174174e+02	1.49540738268837e+00,3.33470800369607e-01
3.26673673673674e+02	1.49565140983020e+00,3.32950456161809e-01
3.27173173173173e+02	1.49589421706248e+00,3.32431727058414e-01
3.27672672672673e+02	1.49613581261843e+00,3.31914605669097e-01
3.28172172172172e+02	1.49637620466123e+00,3.31399084646950e-01
3.28671671671672e+02	1.49661540128473e+00,3.30885156688183e-01
3.29171171171171e+02	1.49685341051416e+00,3.30372814531836e-01
3.29670670670671e+02	1.49709024030681e+00,3.29862050959480e-01
3.30170170170170e+02	1.49732589855275e+00,3.29352858794933e-01
3.30669669669670e+02	1.49756039307552e+00,3.28845230903965e-01
3.31169169169169e+02	1.49779373163278e+00,3.28339160194018e-01
3.31668668668669e+02	1.49802592191700e+00,3.27834639613916e-01
3.32168168168168e+02	1.49825697155609e+00,3.27331662153588e-01
3.32667667667668e+02	1.49848688811412e+00,3.26830220843786e-01
3.33167167167167e+02	1.49871567909187e+00,3.26330308755805e-01
3.33666666666667e+02	1.49894335192755e+00,3.25831919001210e-01
3.34166166166166e+02	1.49916991399740e+00,3.25335044731561e-01
3.34665665665666e+02	1.49939537261629e+00,3.24839679138136e-01
3.35165165165165e+02	1.49961973503838e+00,3.24345815451670e-01
3.35664664664665e+02	1.49984300845769e+00,3.23853446942077e-01
3.36164164164164e+02	1.50006520000872e+00,3.23362566918193e-01
3.36663663663664e+02	1.50028631676705e+00,3.22873168727500e-01
3.37163163163163e+02	1.50050636574989e+00,3.22385245755878e-01
3.37662662662663e+02	1.50072535391671e+00,3.21898791427330e-01
3.38162162162162e+02	1.50094328816979e+00,3.21413799203733e-01
3.38661661661662e+02	1.50116017535479e+00,3.20930262584578e-01
3.39161161161161e+02	1.50137602226129e+00,3.20448175106711e-01
3.39660660660661e+02	1.50159083562337e+00,3.19967530344088e-01
3.40160160160160e+02	1.50180462212016e+00,3.19488321907518e-01
3.40659659659660e+02	1.50201738837636e+00,3.19010543444412e-01
3.41159159159159e+02	1.50222914096279e+00,3.18534188638542e-01
3.41658658658659e+02	1.50243988639691e+00,3.18059251209788e-01
3.42158158158158e+02	1.50264963114335e+00,3.17585724913897e-01
3.42657657657658e+02	1.50285838161441e+00,3.17113603542243e-01
3.43157157157157e+02	1.50306614417061e+00,3.16642880921581e-01
3.43656656656657e+02	1.50327292512114e+00,3.16173550913814e-01
3.44156156156156e+02	1.50347873072442e+00,3.15705607415749e-01
3.44655655655656e+02	1.50368356718853e+00,3.15239044358869e-01
3.45155155155155e+02	1.50388744067174e+00,3.14773855709097e-01
3.45654654654655e+02	1.50409035728300e+00,3.14310035466559e-01
3.46154154154154e+02	1.50429232308237e+00,3.13847577665363e-01
3.46653653653654e+02	1.50449334408154e+00,3.13386476373360e-01
3.47153153153153e+02	1.50469342624427e+00,3.12926725691926e-01
3.47652652652653e+02	1.50489257548685e+00,3.12468319755734e-01
3.48152152152152e+02	1.50509079767859e+00,3.12011252732525e-01
3.48651651651652e+02	1.50528809864220e+00,3.11555518822898e-01
3.49151151151151e+02	1.50548448415432e+00,3.11101112260076e-01
3.49650650650651e+02	1.50567995994590e+00,3.10648027309697e-01
3.50150150150150e+02	1.50587453170266e+00,3.10196258269595e-01
3.50649649649650e+02	1.50606820506552e+00,3.09745799469579e-01
3.51149149149149e+02	1.50626098563100e+00,3.09296645271229e-01
3.51648648648649e+02	1.50645287895170e+00,3.08848790067676e-01
3.52148148148148e+02	1.50664389053666e+00,3.08402228283390e-01
3.52647647647648e+02	1.50683402585178e+00,3.07956954373980e-01
3.53147147147147e+02	1.50702329032027e+00,3.07512962825977e-01
3.53646646646647e+02	1.50721168932300e+00,3.07070248156633e-01
3.54146146146146e+02	1.50739922819892e+00,3.06628804913713e-01
3.54645645645646e+02	1.50758591224547e+00,3.06188627675295e-01
3.55145145145145e+02	1.50777174671895e+00,3.05749711049569e-01
3.55644644644645e+02	1.50795673683490e+00,3.05312049674632e-01
3.56144144144144e+02	1.50814088776850e+00,3.04875638218294e-01
3.56643643643644e+02	1.50832420465494e+00,3.04440471377878e-01
3.57143143143143e+02	1.50850669258978e+00,3.04006543880028e-01
3.57642642642643e+02	1.50868835662935e+00,3.03573850480509e-01
3.58142142142142e+02	1.50886920179108e+00,3.03142385964018e-01
3.58641641641642e+02	1.50904923305388e+00,3.02712145143994e-01
3.59141141141141e+02	1.50922845535850e+00,3.02283122862426e-01
3.59640640640641e+02	1.50940687360785e+00,3.01855313989660e-01
3.60140140140140e+02	1.50958449266742e+00,3.01428713424218e-01
3.60639639639640e+02	1.50976131736553e+00,3.01003316092613e-01
3.61139139139139e+02	1.50993735249377e+00,3.00579116949158e-01
3.61638638638639e+02	1.51011260280726e+00,3.00156110975788e-01
3.62138138138138e+02	1.51028707302502e+00,2.99734293181876e-01
3.62637637637638e+02	1.51046076783030e+00,2.99313658604054e-01
3.63137137137137e+02	1.51063369187091e+00,2.98894202306033e-01
3.63636636636637e+02	1.51080584975954e+00,2.98475919378425e-01
3.64136136136136e+02	1.51097724607405e+00,2.98058804938565e-01
3.64635635635636e+02	1.51114788535784e+00,2.97642854130342e-01
3.65135135135135e+02	1.51131777212013e+00,2.97228062124017e-01
3.65634634634635e+02	1.51148691083628e+00,2.96814424116055e-01
3.66134134134134e+02	1.51165530594809e+00,2.96401935328955e-01
3.66633633633634e+02	1.51182296186413e+00,2.95990591011072e-01
3.67133133133133e+02	1.51198988295998e+00,2.95580386436461e-01
3.67632632632633e+02	1.51215607357859e+00,2.95171316904697e-01
3.68132132132132e+02	1.51232153803056e+00,2.94763377740716e-01
3.68631631631632e+02	1.51248628059441e+00,2.94356564294647e-01
3.69131131131131e+02	1.51265030551688e+00,2.93950871941648e-01
3.69630630630631e+02	1.51281361701321e+00,2.93546296081748e-01
3.70130130130130e+02	1.51297621926742e+00,2.93142832139676e-01
3.70629629629630e+02	1.51313811643263e+00,2.92740475564710e-01
3.71129129129129e+02	1.51329931263126e+00,2.92339221830510e-01
3.71628628628629e+02	1.51345981195538e+00,2.91939066434970e-01
3.72128128128128e+02	1.51361961846691e+00,2.91540004900051e-01
3.72627627627628e+02	1.51377873619794e+00,2.91142032771628e-01
3.73127127127127e+02	1.51393716915099e+00,2.90745145619342e-01
3.73626626626627e+02	1.51409492129925e+00,2.90349339036436e-01
3.74126126126126e+02	1.51425199658683e+00,2.89954608639613e-01
3.74625625625626e+02	1.51440839892905e+00,2.89560950068877e-01
3.75125125125125e+02	1.51456413221269e+00,2.89168358987386e-01
3.75624624624625e+02	1.51471920029622e+00,2.88776831081302e-01
3.76124124124124e+02	1.51487360701005e+00,2.88386362059648e-01
3.76623623623624e+02	1.51502735615680e+00,2.87996947654155e-01
3.77123123123123e+02	1.51518045151152e+00,2.87608583619116e-01
3.77622622622623e+02	1.51533289682194e+00,2.87221265731248e-01
3.78122122122122e+02	1.51548469580872e+00,2.86834989789541e-01
3.78621621621622e+02	1.51563585216566e+00,2.86449751615121e-01
3.79121121121121e+02	1.51578636955996e+00,2.86065547051104e-01
3.79620620620621e+02	1.51593625163243e+00,2.85682371962459e-01
3.80120120120120e+02	1.51608550199774e+00,2.85300222235867e-01
3.80619619619620e+02	1.51623412424463e+00,2.84919093779582e-01
3.81119119119119e+02	1.51638212193614e+00,2.84538982523295e-01
3.81618618618619e+02	1.51652949860984e+00,2.84159884417997e-01
3.82118118118118e+02	1.51667625777802e+00,2.83781795435842e-01
3.82617617617618e+02	1.51682240292796e+00,2.83404711570014e-01
3.83117117117117e+02	1.51696793752209e+00,2.83028628834597e-01
3.83616616616617e+02	1.51711286499826e+00,2.82653543264432e-01
3.84116116116116e+02	1.51725718876988e+00,2.82279450914998e-01
3.84615615615616e+02	1.51740091222621e+00,2.81906347862275e-01
3.85115115115115e+02	1.51754403873249e+00,2.81534230202612e-01
3.85614614614615e+02	1.51768657163021e+00,2.81163094052604e-01
3.86114114114114e+02	1.51782851423727e+00,2.80792935548962e-01
3.86613613613614e+02	1.51796986984819e+00,2.80423750848381e-01
3.87113113113113e+02	1.51811064173433e+00,2.80055536127424e-01
3.87612612612613e+02	1.51825083314405e+00,2.79688287582391e-01
3.88112112112112e+02	1.51839044730294e+00,2.79322001429192e-01
3.88611611611612e+02	1.51852948741399e+00,2.78956673903230e-01
3.89111111111111e+02	1.51866795665780e+00,2.78592301259276e-01
3.89610610610611e+02	1.51880585819275e+00,2.78228879771348e-01
3.90110110110110e+02	1.51894319515520e+00,2.77866405732587e-01
3.90609609609610e+02	1.51907997065966e+00,2.77504875455142e-01
3.91109109109109e+02	1.51921618779900e+00,2.77144285270051e-01
3.91608608608609e+02	1.51935184964460e+00,2.76784631527119e-01
3.92108108108108e+02	1.51948695924656e+00,2.76425910594803e-01
3.92607607607608e+02	1.51962151963387e+00,2.76068118860098e-01
3.93107107107107e+02	1.51975553381455e+00,2.75711252728417e-01
3.93606606606607e+02	1.51988900477590e+00,2.75355308623481e-01
3.94106106106106e+02	1.52002193548458e+00,2.75000282987202e-01
3.94605605605606e+02	1.52015432888688e+00,2.74646172279569e-01
3.95105105105105e+02	1.52028618790880e+00,2.74292972978542e-01
3.95604604604605e+02	1.52041751545629e+00,2.73940681579932e-01
3.96104104104104e+02	1.52054831441535e+00,2.73589294597297e-01
3.96603603603604e+02	1.52067858765225e+00,2.73238808561830e-01
3.97103103103103e+02	1.52080833801368e+00,2.72889220022249e-01
3.97602602602603e+02	1.52093756832688e+00,2.72540525544690e-01
3.98102102102102e+02	1.52106628139985e+00,2.72192721712600e-01
3.98601601601602e+02	1.52119448002146e+00,2.71845805126628e-01
3.99101101101101e+02	1.52132216696163e+00,2.71499772404521e-01
3.99600600600601e+02	1.52144934497152e+00,2.71154620181019e-01
4.00100100100100e+02	1.52157601678360e+00,2.70810345107751e-01
4.00599599599600e+02	1.52170218511188e+00,2.70466943853128e-01
4.01099099099099e+02	1.52182785265202e+00,2.70124413102242e-01
4.01598598598599e+02	1.52195302208151e+00,2.69782749556766e-01
4.02098098098098e+02	1.52207769605978e+00,2.69441949934851e-01
4.02597597597598e+02	1.52220187722838e+00,2.69102010971022e-01
4.03097097097097e+02	1.52232556821110e+00,2.68762929416083e-01
4.03596596596597e+02	1.52244877161413e+00,2.68424702037014e-01
4.04096096096096e+02	1.52257149002621e+00,2.68087325616874e-01
4.04595595595596e+02	1.52269372601875e+00,2.67750796954705e-01
4.05095095095095e+02	1.52281548214598e+00,2.67415112865428e-01
4.05594594594595e+02	1.52293676094509e+00,2.67080270179754e-01
4.06094094094094e+02	1.52305756493636e+00,2.66746265744084e-01
4.06593593593594e+02	1.52317789662332e+00,2.66413096420417e-01
4.07093093093093e+02	1.52329775849283e+00,2.66080759086249e-01
4.07592592592593e+02	1.52341715301530e+00,2.65749250634486e-01
4.08092092092092e+02	1.52353608264473e+00,2.65418567973349e-01
4.08591591591592e+02	1.52365454981889e+00,2.65088708026277e-01
4.09091091091091e+02	1.52377255695947e+00,2.64759667731843e-01
4.09590590590591e+02	1.52389010647215e+00,2.64431444043655e-01
4.10090090090090e+02	1.52400720074676e+00,2.64104033930271e-01
4.10589589589590e+02	1.52412384215744e+00,2.63777434375104e-01
4.11089089089089e+02	1.52424003306268e+00,2.63451642376339e-01
4.11588588588589e+02	1.52435577580552e+00,2.63126654946836e-01
4.12088088088088e+02	1.52447107271366e+00,2.62802469114051e-01
4.12587587587588e+02	1.52458592609953e+00,2.62479081919942e-01
4.13087087087087e+02	1.52470033826047e+00,2.62156490420884e-01
4.13586586586587e+02	1.52481431147882e+00,2.61834691687582e-01
4.14086086086086e+02	1.52492784802207e+00,2.61513682804989e-01
4.14585585585586e+02	1.52504095014290e+00,2.61193460872215e-01
4.15085085085085e+02	1.52515362007941e+00,2.60874023002446e-01
4.15584584584585e+02	1.52526586005511e+00,2.60555366322861e-01
4.16084084084084e+02	1.52537767227915e+00,2.60237487974547e-01
4.16583583583584e+02	1.52548905894635e+00,2.59920385112416e-01
4.17083083083083e+02	1.52560002223735e+00,2.59604054905123e-01
4.17582582582583e+02	1.52571056431871e+00,2.59288494534986e-01
4.18082082082082e+02	1.52582068734302e+00,2.58973701197901e-01
4.18581581581582e+02	1.52593039344902e+00,2.58659672103270e-01
4.19081081081081e+02	1.52603968476167e+00,2.58346404473909e-01
